mac_address,vendor
70:b3:d5,"ES Industrial Systems Co., Ltd."
70:b3:d5,Trapeze Software Group Inc
70:b3:d5,"InsideRF Co., Ltd."
70:b3:d5,Access Control Systems JSC
70:b3:d5,AT-Automation Technology GmbH
70:b3:d5,tinnos
70:b3:d5,"G-PHILOS CO.,LTD"
70:b3:d5,emperor brands
70:b3:d5,Dewetron GmbH
70:b3:d5,Grace Design/Lunatec LLC
70:b3:d5,IDA
70:b3:d5,Uni Control System Sp. z o. o.
70:b3:d5,ATEME
70:b3:d5,Reactec Ltd
70:b3:d5,RedWave Labs Ltd
70:b3:d5,INFRASAFE/ ADVANTOR SYSTEMS
70:b3:d5,OCULI VISION
70:b3:d5,"Wincode Technology Co., Ltd."
70:b3:d5,"Thinnect, Inc,"
70:b3:d5,MB connect line GmbH Fernwartungssysteme
70:b3:d5,Power Ltd.
70:b3:d5,CRDE
70:b3:d5,"PushCorp, Inc."
70:b3:d5,Mecsel Oy
70:b3:d5,"Mango DSP, Inc."
70:b3:d5,AppTek
70:b3:d5,VITEC MULTIMEDIA
70:b3:d5,Motec Pty Ltd
70:b3:d5,"ORCA Technologies, LLC"
70:b3:d5,Connoiseur Electronics Private Limited
70:b3:d5,SA Instrumentation Limited
70:b3:d5,Orange Tree Technologies Ltd
70:b3:d5,Tornado Modular Systems
70:b3:d5,Pedax Danmark
70:b3:d5,MARKUS LABS
70:b3:d5,Potter Electric Signal Co. LLC
70:b3:d5,MobiPromo
70:b3:d5,Nordic Automation Systems AS
70:b3:d5,Elektronik & Präzisionsbau Saalfeld GmbH
70:b3:d5,TruTeq Devices (Pty) Ltd
70:b3:d5,Hatel Elektronik LTD. STI.
70:b3:d5,"Picture Elements, Inc."
70:b3:d5,Kendrion Mechatronics Center GmbH
70:b3:d5,Grossenbacher Systeme AG
70:b3:d5,"IMAGE TECH CO.,LTD"
70:b3:d5,TATTILE SRL
70:b3:d5,Grupo Epelsa S.L.
70:b3:d5,E2G srl
70:b3:d5,HYOSUNG Power & Industrial Systems
70:b3:d5,Flintab AB
70:b3:d5,FR-Team International SA
70:b3:d5,"Perceptics, LLC"
70:b3:d5,"EMAC, Inc."
70:b3:d5,Aplex Technology Inc.
70:b3:d5,Kopis Mobile LLC
70:b3:d5,Smeg S.p.A.
70:b3:d5,"Dofuntech Co.,LTD."
70:b3:d5,"Vista Research, Inc."
70:b3:d5,Abbott Medical Optics Inc.
70:b3:d5,TWIN DEVELOPMENT
70:b3:d5,"HAS co.,ltd."
70:b3:d5,AlyTech
70:b3:d5,RedLeaf Security
70:b3:d5,CONSOSPY
70:b3:d5,Dakton Microlabs LLC
70:b3:d5,GRIDSMART Technologies
70:b3:d5,ChamSys Ltd
70:b3:d5,Comark Interactive Solutions
70:b3:d5,Wave Music Ltd
70:b3:d5,Yönnet Akıllı Bina ve Otomasyon Sistemleri
70:b3:d5,DEUTA-WERKE GmbH
70:b3:d5,EPD Electronics
70:b3:d5,HUSTY M.Styczen J.Hupert sp.j.
70:b3:d5,"Wuxi New Optical Communication Co.,Ltd."
70:b3:d5,WICOM1 GmbH
70:b3:d5,"QUERCUS TECHNOLOGIES, S.L."
70:b3:d5,Net And Print Inc.
70:b3:d5,SmartGuard LLC
70:b3:d5,INFOSOFT DIGITAL DESIGN & SERVICES PRIVATE LIMITED
70:b3:d5,Shachihata Inc.
70:b3:d5,ERMINE Corporation
70:b3:d5,"Netbric Technology Co.,Ltd."
70:b3:d5,Golden Grid Systems
70:b3:d5,CRDE
70:b3:d5,SURTEC
70:b3:d5,GLOBALCOM ENGINEERING SPA
70:b3:d5,Precitec Optronik GmbH
70:b3:d5,Swiftnet SOC Ltd
70:b3:d5,Triax A/S
70:b3:d5,Grupo Epelsa S.L.
70:b3:d5,NARA CONTROLS INC.
70:b3:d5,ART SPA
70:b3:d5,Aplex Technology Inc.
70:b3:d5,"Dorsett Technologies, Inc."
70:b3:d5,Yaviar
70:b3:d5,"LumiGrow, Inc"
70:b3:d5,TRIUMPH BOARD a.s.
70:b3:d5,Hydra Controls
70:b3:d5,Elektro-System s.c.
70:b3:d5,"Dynetics, Inc."
70:b3:d5,"Xiamen Maxincom Technologies Co., Ltd."
70:b3:d5,Quadio Devices Private Limited
70:b3:d5,sydetion UG (h.b.)
70:b3:d5,"Bolide Technology Group, Inc."
70:b3:d5,MC2-Technologies
70:b3:d5,EIDOS s.p.a.
70:b3:d5,DuraComm Corporation
70:b3:d5,Aplex Technology Inc.
70:b3:d5,ID Lock AS
70:b3:d5,GACI
70:b3:d5,Sensor Developments
70:b3:d5,Array Telepresence
70:b3:d5,Solid State Disks Ltd
70:b3:d5,dinosys
70:b3:d5,Solectrix
70:b3:d5,"Signature Control Systems, LLC."
70:b3:d5,OAS Sweden AB
70:b3:d5,iSiS-Ex Limited
70:b3:d5,Herrick Tech Labs
70:b3:d5,Sarokal Test Systems Oy
70:b3:d5,Profound Medical Inc.
70:b3:d5,MECA SYSTEM
70:b3:d5,GE Aviation Cheltenham
70:b3:d5,AMMT GmbH
70:b3:d5,SAVRONİK ELEKTRONİK
70:b3:d5,"Jingtu Printing Systems Co., Ltd"
70:b3:d5,"Hear Gear, Inc."
70:b3:d5,LECIP CORPORATION
70:b3:d5,Russian Telecom Equipment Company
70:b3:d5,Vaisala Oyj
70:b3:d5,Symbicon Ltd
70:b3:d5,Soniclean Pty Ltd
70:b3:d5,GOMA ELETTRONICA SpA
70:b3:d5,GEGA ELECTRONIQUE
70:b3:d5,Lumine Lighting Solutions Oy
70:b3:d5,DISK Multimedia s.r.o.
70:b3:d5,Commsignia Ltd.
70:b3:d5,"CAS Medical Systems, Inc"
70:b3:d5,JSC Electrical Equipment Factory
70:b3:d5,Airborne Engineering Limited
70:b3:d5,Alpha Elettronica s.r.l.
70:b3:d5,Head
70:b3:d5,"hangzhou battle link technology Co.,Ltd"
70:b3:d5,CP contech electronic GmbH
70:b3:d5,Tecnint HTE SRL
70:b3:d5,Communication Technology Ltd.
70:b3:d5,Haag-Streit AG
70:b3:d5,DSP DESIGN
70:b3:d5,ACS MOTION CONTROL
70:b3:d5,speedsignal GmbH
70:b3:d5,astozi consulting Tomasz Zieba
70:b3:d5,FUELCELLPOWER
70:b3:d5,MOG Laboratories Pty Ltd
70:b3:d5,iungo
70:b3:d5,Power Security Systems Ltd.
70:b3:d5,Plum sp. z o.o
70:b3:d5,Multipure International
70:b3:d5,KST technology
70:b3:d5,Phoniro Systems AB
70:b3:d5,Peek Traffic
70:b3:d5,NELS Ltd.
70:b3:d5,Environexus
70:b3:d5,PCSC
70:b3:d5,VECTARE Inc
70:b3:d5,Stmovic
70:b3:d5,AGR International
70:b3:d5,BKM-Micronic Richtfunkanlagen GmbH
70:b3:d5,SSL - Electrical Aerospace Ground Equipment Section
70:b3:d5,"Kubu, Inc."
70:b3:d5,DORLET SAU
70:b3:d5,Videri Inc.
70:b3:d5,AL ZAJEL MODERN TELECOMM
70:b3:d5,"idaqs Co.,Ltd."
70:b3:d5,"RFL Electronics, Inc."
70:b3:d5,TWC
70:b3:d5,Schwer+Kopka GmbH
70:b3:d5,Private
70:b3:d5,"Marimo electronics Co.,Ltd."
70:b3:d5,Woodside Electronics
70:b3:d5,DSP DESIGN
70:b3:d5,MI INC.
70:b3:d5,adidas AG
70:b3:d5,O-Net Automation Technology (Shenzhen)Limited
70:b3:d5,"Myro Control, LLC"
70:b3:d5,Labotect Labor-Technik-Göttingen GmbH
70:b3:d5,AOT System GmbH
70:b3:d5,Baader Planetarium GmbH
70:b3:d5,Acco Brands Europe
70:b3:d5,"SINTOKOGIO, LTD"
70:b3:d5,Sensor Highway Ltd
70:b3:d5,Don Electronics Ltd
70:b3:d5,Scanvaegt Nordic A/S
70:b3:d5,Dromont S.p.A.
70:b3:d5,InAccess Networks SA
70:b3:d5,"QUERCUS TECHNOLOGIES, S. L."
70:b3:d5,FLSmidth
70:b3:d5,Nexus Tech. VN
70:b3:d5,Lenoxi Automation s.r.o.
70:b3:d5,Ingenieurbuero SOMTRONIK
70:b3:d5,XTech2 SIA
70:b3:d5,"ProConnections, Inc."
70:b3:d5,SBS-Feintechnik GmbH & Co. KG
70:b3:d5,ACS electronics srl
70:b3:d5,"Fantom Wireless, Inc."
70:b3:d5,PLCiS
70:b3:d5,Ultra Electronics Sonar System Division
00:1b:c5,Dialine
00:1b:c5,WIZZILAB SAS
00:1b:c5,ELDES
00:1b:c5,"Denki Kogyo Company, Limited"
00:1b:c5,Exibea AB
00:1b:c5,FSM Solutions Limited
00:1b:c5,Roslen Eco-Networking Products
00:1b:c5,HomerSoft sp. z o.o.
00:1b:c5,Navitar Inc
00:1b:c5,Sanstreak Corp.
00:1b:c5,"Ambient Devices, Inc."
00:1b:c5,"Arnouse Digital Devices, Corp."
00:1b:c5,Unilever R&amp;D
00:1b:c5,Nistica
00:1b:c5,"Oberon microsystems, Inc."
00:1b:c5,head
00:1b:c5,Greatcom AG
00:1b:c5,LUMINO GmbH
00:1b:c5,Datasat Digital Entertainment
00:1b:c5,Embit srl
00:1b:c5,Enkora Oy Ltd
00:1b:c5,Scientific-Technical Center Epsilon Limited company
00:1b:c5,optiMEAS GmbH
00:1b:c5,EREE Electronique
00:1b:c5,LUMIPLAN TRANSPORT
00:1b:c5,EUROCONTROL S.p.A.
00:1b:c5,Marvel Digital International Limited
00:1b:c5,JE Suunnittelu Oy
00:1b:c5,InterCEL Pty Ltd
00:1b:c5,ADIXEIN LIMITED
00:1b:c5,Care Everywhere LLC
00:1b:c5,Saturn South Pty Ltd
00:1b:c5,STECHWIN.CO.LTD.
00:1b:c5,CJSC STC  SIMOS
00:1b:c5,Momentum Data Systems
00:1b:c5,"Openpeak, Inc"
00:1b:c5,Saturn Solutions Ltd
00:1b:c5,Energotechnica OOO NPP Ltd
00:1b:c5,Mercury HMI Ltd
00:1b:c5,Softel SA de CV
00:1b:c5,"Quantum Technology Sciences, Inc."
00:1b:c5,Solomon Systech Pte Ltd
70:b3:d5,Biennebi s.r.l.
70:b3:d5,"ORtek Technology, Inc."
70:b3:d5,Primalucelab isrl
70:b3:d5,cal4care Pte Ltd
70:b3:d5,Golding Audio Ltd
70:b3:d5,DEUTA-WERKE GmbH
70:b3:d5,"Shenzhen Virtual Clusters Information Technology Co.,Ltd."
70:b3:d5,TATTILE SRL
70:b3:d5,Lumentum
70:b3:d5,Nuance Hearing Ltd.
70:b3:d5,Connected Response
70:b3:d5,"IHI Rotating Machinery Engineering Co.,Ltd."
70:b3:d5,iREA System Industry
70:b3:d5,Netzikon GmbH
70:b3:d5,WiFi Nation Ltd
70:b3:d5,"Suzhou Sapa Automotive Technology Co.,Ltd"
70:b3:d5,LX Design House
70:b3:d5,Amazon Technologies Inc.
70:b3:d5,i-View Communication Inc.
70:b3:d5,Leidos
70:b3:d5,Combilent
70:b3:d5,RCH ITALIA SPA
70:b3:d5,IOTIZE
70:b3:d5,Contec Americas Inc.
70:b3:d5,Sadel S.p.A.
70:b3:d5,NEXELEC
70:b3:d5,Loma Systems s.r.o.
70:b3:d5,Wartsila Voyage Limited
70:b3:d5,Wartsila Voyage Limited
70:b3:d5,"Sakura Seiki Co.,Ltd."
70:b3:d5,Amazon Technologies Inc.
70:b3:d5,Private
70:b3:d5,Mettler Toledo
70:b3:d5,"Power Electronics Espana, S.L."
70:b3:d5,GSP Sprachtechnologie GmbH
70:b3:d5,Clecell
70:b3:d5,RCH Vietnam Limited Liability Company
70:b3:d5,LLC NTC ACTOR
